ID_compra,data,horario,categoria,preco_unitario,quantidade,frete,metodo_pagamento
3238,2023-09-16,20:38:00,Beleza/Saúde,197.9,5,49.48,Crédito
3237,2023-09-16,18:15:00,Beleza/Saúde,128.9,5,32.22,PIX
3240,2023-09-16,23:30:00,Casa/Móveis,50.9,4,18.32,PIX
3232,2023-09-16,19:13:00,Beleza/Saúde,60,5,0,PIX
3235,2023-09-16,23:23:00,Beleza/Saúde,34.9,3,7.33,Crédito
3239,2023-09-16,23:03:00,Casa/Móveis,99.9,1,9.99,PIX
3233,2023-09-16,21:33:00,Casa/Móveis,51.9,1,0,PIX
3252,2023-09-17,20:16:00,Supermercado,32.9,4,0,Boleto
3241,2023-09-17,21:05:00,Casa/Móveis,191.9,3,17.27,Crédito
3242,2023-09-17,22:51:00,Livros,21.9,2,3.94,Crédito
3247,2023-09-17,23:42:00,Eletrodomésticos,864.8,3,286.84,Crédito
3251,2023-09-17,14:04:00,Casa/Móveis,47.9,5,0,Crédito
3246,2023-09-17,23:39:00,Eletrodomésticos,281.89,5,107,PIX
3245,2023-09-17,22:07:00,Casa/Móveis,47.9,1,2.4,PIX
3248,2023-09-17,22:46:00,Casa/Móveis,73.9,4,29.56,PIX
3244,2023-09-17,22:29:00,Beleza/Saúde,94.9,3,25.62,PIX
3250,2023-09-17,15:58:00,Livros,73.9,5,0,PIX
3243,2023-09-17,18:40:00,Livros,30.9,3,3.71,Boleto
3249,2023-09-17,23:46:00,Casa/Móveis,111.9,2,15.67,PIX
3261,2023-09-19,00:51:00,Supermercado,56.9,1,3.41,PIX
3258,2023-09-19,23:15:00,Eletrodomésticos,265.04,2,64.14,PIX
3257,2023-09-19,15:02:00,Eletrodomésticos,1837.47,2,0,Crédito
3262,2023-09-19,18:44:00,Tecnologia,3524.65,3,1342.26,Crédito
3259,2023-09-19,19:10:00,Tecnologia,2548.47,3,1141.54,PIX
3264,2023-09-19,15:46:00,Beleza/Saúde,153.9,5,61.56,PIX
3253,2023-09-19,21:55:00,Supermercado,90.9,3,13.64,Boleto
3256,2023-09-19,21:53:00,Eletrodomésticos,2050.65,4,0,Crédito
3263,2023-09-19,18:06:00,Casa/Móveis,274.9,4,54.98,PIX
3255,2023-09-19,20:10:00,Livros,20,5,8,Boleto
3254,2023-09-19,18:03:00,Casa/Móveis,110.9,1,9.98,PIX
3260,2023-09-19,21:39:00,Tecnologia,2298.1,2,605.59,PIX
3265,2023-09-20,23:50:00,Supermercado,80.9,1,4.85,Boleto
3266,2023-09-20,23:30:00,Tecnologia,1894.54,5,0,PIX
3270,2023-09-20,17:27:00,Supermercado,28.9,1,2.02,PIX
3271,2023-09-20,15:57:00,Eletrodomésticos,1697.01,3,649.18,PIX
3272,2023-09-20,23:09:00,Beleza/Saúde,198,3,59.4,Crédito
3273,2023-09-20,21:54:00,Casa/Móveis,36.9,1,2.21,PIX
3275,2023-09-20,23:35:00,Livros,7.9,4,1.58,Boleto
3269,2023-09-20,18:39:00,Supermercado,80,1,0,PIX
3274,2023-09-20,16:13:00,Supermercado,30,3,7.2,PIX
3268,2023-09-20,19:34:00,Casa/Móveis,169.9,4,54.37,Crédito
3267,2023-09-20,16:46:00,Beleza/Saúde,19.9,3,1.79,PIX
3276,2023-09-20,23:48:00,Supermercado,74.9,4,29.96,Crédito
3281,2023-09-21,18:29:00,Livros,118.9,1,4.76,Crédito
3277,2023-09-21,18:51:00,Supermercado,92.9,5,32.52,PIX
3283,2023-09-21,16:52:00,Livros,73.9,3,0,Crédito
3285,2023-09-21,23:37:00,Livros,141.9,5,0,PIX
3279,2023-09-21,23:01:00,Tecnologia,2550.22,2,0,Boleto
3287,2023-09-21,18:19:00,Tecnologia,1223.09,3,869.02,Crédito
3282,2023-09-21,23:06:00,Eletrodomésticos,1148.83,5,729.16,Crédito
3286,2023-09-21,23:25:00,Casa/Móveis,106.9,4,0,Boleto
3280,2023-09-21,14:53:00,Eletrodomésticos,2044.43,3,0,Crédito
3284,2023-09-21,18:36:00,Casa/Móveis,38.9,1,1.56,Boleto
3278,2023-09-21,22:15:00,Casa/Móveis,85.9,5,34.36,Crédito
3289,2023-09-22,17:32:00,Supermercado,13.9,5,4.17,PIX
3291,2023-09-22,00:38:00,Beleza/Saúde,57.9,5,0,PIX
3296,2023-09-22,16:19:00,Eletrodomésticos,1327.21,5,527.48,Boleto
3288,2023-09-22,23:49:00,Livros,4.9,2,0,Boleto
3295,2023-09-22,22:44:00,Tecnologia,1671.39,2,1068,Crédito
3292,2023-09-22,00:06:00,Livros,5.9,5,0.88,PIX
3297,2023-09-22,17:33:00,Supermercado,67.9,5,23.76,PIX
3294,2023-09-22,21:27:00,Casa/Móveis,71.9,5,17.98,PIX
3290,2023-09-22,17:05:00,Tecnologia,1423.56,3,151.71,Crédito
3293,2023-09-22,17:14:00,Tecnologia,2641.27,1,128.96,PIX
3304,2023-09-23,16:06:00,Livros,35.9,2,0,Crédito
3298,2023-09-23,23:24:00,Tecnologia,3423.01,2,1174.54,Boleto
3308,2023-09-23,23:42:00,Tecnologia,3898.36,3,1182.58,PIX
3300,2023-09-23,14:35:00,Casa/Móveis,344.9,3,51.73,Crédito
3307,2023-09-23,23:10:00,Casa/Móveis,128.9,5,38.67,PIX
3306,2023-09-23,16:06:00,Casa/Móveis,188.9,1,0,Boleto
3305,2023-09-23,21:12:00,Eletrodomésticos,2348.35,5,0,PIX
3299,2023-09-23,17:07:00,Tecnologia,1354.41,4,0,Boleto
3301,2023-09-23,15:05:00,Livros,18.9,3,3.97,Crédito
3303,2023-09-23,17:28:00,Beleza/Saúde,232.9,5,11.64,Crédito
3302,2023-09-23,16:06:00,Casa/Móveis,127.9,1,6.4,PIX
3313,2023-09-24,23:50:00,Supermercado,69.9,3,10.49,Crédito
3310,2023-09-24,22:24:00,Livros,23.9,5,2.39,PIX
3309,2023-09-24,23:56:00,Casa/Móveis,132.9,2,15.95,Crédito
3316,2023-09-24,23:10:00,Casa/Móveis,106.9,2,17.1,PIX
3311,2023-09-24,21:49:00,Tecnologia,2406.66,5,2162.96,Crédito
3317,2023-09-24,22:44:00,Tecnologia,3476.41,5,0,Crédito
3315,2023-09-24,23:21:00,Beleza/Saúde,179,3,37.59,PIX
3314,2023-09-24,15:10:00,Eletrodomésticos,173.06,4,10.12,Boleto
3312,2023-09-24,20:26:00,Beleza/Saúde,156.9,5,0,PIX
3322,2023-09-26,18:59:00,Supermercado,55,5,8.25,Crédito
3319,2023-09-26,18:14:00,Casa/Móveis,267.9,3,72.33,Crédito
3325,2023-09-26,15:01:00,Beleza/Saúde,202.9,3,0,PIX
3321,2023-09-26,22:34:00,Supermercado,69.9,2,16.78,PIX
3324,2023-09-26,18:14:00,Casa/Móveis,132.9,1,1.33,Crédito
3323,2023-09-26,21:02:00,Tecnologia,3656.84,5,1521.6,PIX
3320,2023-09-26,17:51:00,Supermercado,11.9,4,4.76,Crédito
3318,2023-09-26,18:41:00,Casa/Móveis,177.9,2,24.91,Boleto
3332,2023-09-27,15:46:00,Eletrodomésticos,1386.87,2,132.35,Crédito
3329,2023-09-27,00:25:00,Supermercado,76.9,5,0,Crédito
3326,2023-09-27,18:23:00,Supermercado,24.9,3,2.24,Crédito
3333,2023-09-27,22:48:00,Supermercado,96.9,3,26.16,Crédito
3330,2023-09-27,23:32:00,Casa/Móveis,101.9,1,3.06,PIX
3327,2023-09-27,18:23:00,Eletrodomésticos,1273.82,2,40.48,Boleto
3328,2023-09-27,17:29:00,Supermercado,4.9,1,0.34,PIX
3331,2023-09-27,18:56:00,Livros,16.9,3,3.55,Boleto
3338,2023-09-28,22:45:00,Tecnologia,921.95,4,1255.49,Crédito
3345,2023-09-28,18:59:00,Tecnologia,517.51,4,0,Crédito
3343,2023-09-28,22:00:00,Beleza/Saúde,184.9,4,0,PIX
3344,2023-09-28,17:15:00,Tecnologia,893.94,4,1424.61,Boleto
3341,2023-09-28,00:46:00,Casa/Móveis,19.9,4,3.98,Crédito
3337,2023-09-28,23:56:00,Casa/Móveis,290.9,2,0,PIX
3339,2023-09-28,21:01:00,Casa/Móveis,171.9,3,25.79,Crédito
3334,2023-09-28,21:33:00,Eletrodomésticos,2327.84,5,929.98,PIX
3342,2023-09-28,20:40:00,Beleza/Saúde,245.9,1,24.59,Crédito
3340,2023-09-28,23:05:00,Livros,19.9,4,1.59,PIX
3335,2023-09-28,20:42:00,Eletrodomésticos,553.42,5,172.98,Crédito
3336,2023-09-28,21:54:00,Beleza/Saúde,247.9,1,24.79,PIX
3346,2023-09-29,23:41:00,Casa/Móveis,151,1,7.55,Crédito
3351,2023-09-29,22:09:00,Eletrodomésticos,1324.72,1,105.3,PIX
3349,2023-09-29,17:27:00,Eletrodomésticos,2061.21,4,789.82,Crédito
3350,2023-09-29,22:42:00,Casa/Móveis,140.9,4,16.91,PIX
3348,2023-09-29,14:40:00,Beleza/Saúde,143,1,11.44,Crédito
3347,2023-09-29,00:44:00,Supermercado,47.9,1,0.96,Crédito
3353,2023-09-29,18:57:00,Supermercado,87.9,4,0,PIX
3354,2023-09-29,14:10:00,Livros,31.9,5,4.78,Crédito
3352,2023-09-29,22:22:00,Supermercado,61.9,4,0,Crédito
3356,2023-09-30,21:21:00,Tecnologia,3960.52,4,0,PIX
3364,2023-09-30,18:11:00,Beleza/Saúde,203.9,3,48.94,Crédito
3359,2023-09-30,22:29:00,Beleza/Saúde,76.9,5,0,PIX
3360,2023-09-30,22:17:00,Livros,138.9,3,37.5,Crédito
3357,2023-09-30,23:54:00,Livros,12.9,4,0,PIX
3355,2023-09-30,14:15:00,Supermercado,53.9,4,12.94,Crédito
3362,2023-09-30,00:40:00,Casa/Móveis,42.9,2,0,PIX
3363,2023-09-30,19:04:00,Supermercado,48,5,12,Crédito
3361,2023-09-30,23:26:00,Casa/Móveis,168.9,2,13.51,PIX
3358,2023-09-30,23:08:00,Eletrodomésticos,2261.34,2,361.29,Crédito
3366,2023-09-30,23:30:00,Tecnologia,1466.46,4,1838.12,Crédito
3365,2023-09-30,23:18:00,Beleza/Saúde,230.9,1,0,PIX
3394,2023-10-01,00:35:00,Tecnologia,3675.13,2,1068.05,Boleto
3390,2023-10-01,23:25:00,Beleza/Saúde,100.9,3,15.14,Crédito
3373,2023-10-01,16:45:00,Eletrodomésticos,599.42,1,0,Crédito
3387,2023-10-01,23:31:00,Supermercado,20.9,5,8.36,Boleto
3378,2023-10-01,23:52:00,Eletrodomésticos,1509.31,4,672.81,PIX
3376,2023-10-01,23:06:00,Casa/Móveis,52.9,2,4.23,Crédito
3382,2023-10-01,18:19:00,Livros,66.9,5,23.42,Crédito
3384,2023-10-01,23:55:00,Supermercado,80.9,2,17.8,Crédito
3371,2023-10-01,22:45:00,Casa/Móveis,62.9,3,1.89,PIX
3374,2023-10-01,18:25:00,Casa/Móveis,96.9,4,31.01,Boleto
3396,2023-10-01,14:28:00,Beleza/Saúde,170,1,10.2,PIX
3381,2023-10-01,00:33:00,Supermercado,29.9,4,0,PIX
3388,2023-10-01,00:37:00,Casa/Móveis,56.9,4,13.66,Boleto
3397,2023-10-01,23:38:00,Casa/Móveis,180,2,14.4,Boleto
3375,2023-10-01,14:32:00,Livros,30.9,3,6.49,Boleto
3392,2023-10-01,23:23:00,Livros,9.9,5,0,PIX
3389,2023-10-01,18:10:00,Beleza/Saúde,106,5,26.5,PIX
3391,2023-10-01,22:49:00,Beleza/Saúde,94.9,4,22.78,Boleto
3386,2023-10-01,23:45:00,Beleza/Saúde,83.9,2,8.39,Crédito
3383,2023-10-01,19:02:00,Beleza/Saúde,45,1,3.6,Crédito
3380,2023-10-01,21:32:00,Beleza/Saúde,226.9,5,45.38,PIX
3372,2023-10-01,18:36:00,Supermercado,30.9,5,9.27,PIX
3385,2023-10-01,18:33:00,Casa/Móveis,18.9,5,9.45,Crédito
3369,2023-10-01,20:46:00,Livros,46.9,3,11.26,Crédito
3395,2023-10-01,23:20:00,Eletrodomésticos,1516.77,1,96.6,PIX
3379,2023-10-01,22:15:00,Beleza/Saúde,233.9,1,14.03,PIX
3398,2023-10-01,14:13:00,Tecnologia,1121.55,5,2827.14,Boleto
3370,2023-10-01,18:23:00,Livros,10.9,5,2.18,Crédito
3367,2023-10-01,18:39:00,Casa/Móveis,34.9,5,19.2,Crédito
3368,2023-10-01,23:07:00,Beleza/Saúde,67,2,4.02,PIX
3377,2023-10-01,17:42:00,Tecnologia,3631.36,3,682.1,PIX
3393,2023-10-01,18:14:00,Casa/Móveis,194.9,3,58.47,Crédito
3415,2023-10-03,17:22:00,Supermercado,11,3,1.32,Crédito
3409,2023-10-03,14:11:00,Supermercado,73.9,1,2.96,PIX
3400,2023-10-03,18:31:00,Livros,134.9,1,10.79,Boleto
3402,2023-10-03,23:03:00,Beleza/Saúde,180.9,3,43.42,PIX
3401,2023-10-03,21:15:00,Casa/Móveis,74.9,2,0,Crédito
3399,2023-10-03,23:50:00,Casa/Móveis,18.9,2,3.78,Boleto
3407,2023-10-03,21:59:00,Supermercado,28,2,4.48,PIX
3413,2023-10-03,21:35:00,Supermercado,33.9,5,6.78,Crédito
3404,2023-10-03,14:03:00,Casa/Móveis,91.9,3,22.06,PIX
3406,2023-10-03,18:05:00,Supermercado,12,3,0,PIX
3414,2023-10-03,16:23:00,Livros,15.9,2,1.27,Crédito
3416,2023-10-03,14:58:00,Beleza/Saúde,92.9,3,13.94,Crédito
3403,2023-10-03,23:50:00,Beleza/Saúde,206.9,2,12.41,Crédito
3412,2023-10-03,16:16:00,Eletrodomésticos,2169.98,5,0,Crédito
3411,2023-10-03,22:51:00,Livros,38.9,2,1.56,PIX
3408,2023-10-03,14:52:00,Beleza/Saúde,130.9,2,0,PIX
3410,2023-10-03,23:27:00,Livros,147,4,41.16,Crédito
3417,2023-10-03,20:16:00,Casa/Móveis,29.9,2,5.38,Crédito
3405,2023-10-03,18:03:00,Beleza/Saúde,151.9,4,30.38,Crédito
3418,2023-10-03,16:49:00,Supermercado,42.9,4,1.72,Crédito
3432,2023-10-04,15:14:00,Supermercado,10.9,4,2.18,PIX
3421,2023-10-04,14:38:00,Supermercado,97.9,2,1.96,Boleto
3437,2023-10-04,20:11:00,Supermercado,23.9,4,10.52,PIX
3433,2023-10-04,20:17:00,Supermercado,81.9,3,0,Crédito
3425,2023-10-04,21:56:00,Beleza/Saúde,202.9,4,64.93,PIX
3427,2023-10-04,23:32:00,Tecnologia,2268.34,2,240.88,Crédito
3419,2023-10-04,17:59:00,Supermercado,87.9,4,0,PIX
3423,2023-10-04,18:13:00,Livros,32.9,4,3.95,Boleto
3436,2023-10-04,00:08:00,Supermercado,56.9,2,5.69,Crédito
3430,2023-10-04,00:20:00,Casa/Móveis,134.9,5,26.98,Crédito
3438,2023-10-04,22:48:00,Eletrodomésticos,537.27,5,41.94,Boleto
3434,2023-10-04,22:32:00,Supermercado,9.9,2,0,PIX
3422,2023-10-04,19:25:00,Eletrodomésticos,189.22,5,69.73,PIX
3428,2023-10-04,14:48:00,Beleza/Saúde,170.9,4,61.52,Boleto
3429,2023-10-04,16:23:00,Tecnologia,3715.49,1,690.75,Crédito
3431,2023-10-04,21:56:00,Livros,62.9,4,7.55,Boleto
3435,2023-10-04,20:45:00,Supermercado,13.9,4,4.45,Crédito
3420,2023-10-04,21:35:00,Supermercado,15.9,2,0.64,Crédito
3424,2023-10-04,15:09:00,Tecnologia,759.12,3,644.68,PIX
3426,2023-10-04,23:46:00,Beleza/Saúde,110.9,5,27.72,PIX
3444,2023-10-05,14:09:00,Supermercado,60.9,3,21.92,Crédito
3452,2023-10-05,22:47:00,Livros,35.9,5,0,Crédito
3440,2023-10-05,00:05:00,Supermercado,69.9,4,0,Crédito
3439,2023-10-05,21:54:00,Tecnologia,2223.69,1,597.09,Boleto
3448,2023-10-05,18:57:00,Supermercado,56.9,5,0,PIX
3450,2023-10-05,16:14:00,Tecnologia,3049.21,1,0,Crédito
3447,2023-10-05,00:31:00,Supermercado,2.9,1,0,PIX
3441,2023-10-05,00:02:00,Supermercado,28.9,4,0,Boleto
3443,2023-10-05,20:40:00,Livros,39.9,3,10.77,Crédito
3451,2023-10-05,22:41:00,Casa/Móveis,38.9,5,5.84,Crédito
3453,2023-10-05,21:19:00,Casa/Móveis,86.9,4,17.38,Crédito
3446,2023-10-05,23:11:00,Eletrodomésticos,1152.62,3,274.35,Crédito
3449,2023-10-05,22:48:00,Beleza/Saúde,170.9,2,13.67,Crédito
3455,2023-10-05,23:07:00,Supermercado,17.9,4,0,Crédito
3445,2023-10-05,23:23:00,Supermercado,83,2,14.94,Crédito
3454,2023-10-05,22:34:00,Livros,35.9,1,0.36,PIX
3442,2023-10-05,16:27:00,Tecnologia,3688.26,5,2293.17,PIX
3456,2023-10-05,18:01:00,Livros,22.9,5,6.87,PIX
3461,2023-10-06,18:54:00,Beleza/Saúde,52.9,2,1.06,Crédito
3462,2023-10-06,21:15:00,Tecnologia,3036.08,3,1448.77,Boleto
3473,2023-10-06,15:57:00,Supermercado,96.9,2,11.63,PIX
3472,2023-10-06,21:13:00,Beleza/Saúde,207.9,2,41.58,PIX
3471,2023-10-06,16:42:00,Tecnologia,2211.44,1,357.41,Crédito
3467,2023-10-06,22:49:00,Tecnologia,529.76,1,403.59,Boleto
3457,2023-10-06,23:03:00,Tecnologia,1957.57,4,0,PIX
3474,2023-10-06,21:48:00,Supermercado,23.9,2,3.35,Crédito
3460,2023-10-06,20:14:00,Casa/Móveis,240.9,5,120.45,Crédito
3463,2023-10-06,21:02:00,Eletrodomésticos,1686.44,1,80.64,PIX
3470,2023-10-06,20:03:00,Eletrodomésticos,1495.02,5,119,PIX
3468,2023-10-06,18:45:00,Beleza/Saúde,44.9,1,0,Crédito
3469,2023-10-06,21:30:00,Casa/Móveis,39.9,5,19.95,Crédito
3459,2023-10-06,23:51:00,Beleza/Saúde,191.9,5,28.78,PIX
3464,2023-10-06,14:23:00,Livros,8.9,3,1.34,Crédito
3458,2023-10-06,21:55:00,Beleza/Saúde,110.9,4,0,PIX
3466,2023-10-06,19:35:00,Casa/Móveis,151.9,4,36.46,Boleto
3465,2023-10-06,22:53:00,Casa/Móveis,193.9,2,23.27,Crédito
3501,2023-10-07,15:19:00,Tecnologia,2737.56,4,1573.9,Crédito
3492,2023-10-07,22:28:00,Supermercado,22.9,4,0,Crédito
3477,2023-10-07,18:59:00,Supermercado,87.9,5,13.18,PIX
3486,2023-10-07,22:56:00,Livros,132.9,2,0,Crédito
3502,2023-10-07,16:18:00,Tecnologia,1704.57,3,0,PIX
3504,2023-10-07,15:27:00,Casa/Móveis,150.9,1,6.04,Crédito
3479,2023-10-07,15:42:00,Beleza/Saúde,144.9,1,0,PIX
3499,2023-10-07,22:41:00,Beleza/Saúde,237.9,3,35.68,Crédito
3488,2023-10-07,18:18:00,Beleza/Saúde,48.9,5,19.56,PIX
3484,2023-10-07,19:01:00,Beleza/Saúde,143.9,5,86.34,Crédito
3476,2023-10-07,15:05:00,Beleza/Saúde,141,2,16.92,PIX
3487,2023-10-07,17:41:00,Supermercado,11,2,1.32,Boleto
3496,2023-10-07,14:42:00,Casa/Móveis,257.9,5,51.58,Crédito
3498,2023-10-07,20:11:00,Supermercado,42,5,0,PIX
3475,2023-10-07,16:55:00,Supermercado,47.9,5,16.76,PIX
3483,2023-10-07,00:04:00,Casa/Móveis,189.9,4,30.38,Crédito
3503,2023-10-07,00:18:00,Beleza/Saúde,156,5,23.4,Crédito
3482,2023-10-07,23:36:00,Eletrodomésticos,981.02,3,232.94,Crédito
3478,2023-10-07,14:07:00,Casa/Móveis,75.9,5,37.95,PIX
3495,2023-10-07,22:36:00,Tecnologia,3530.69,5,1492.78,PIX
3491,2023-10-07,18:25:00,Casa/Móveis,165.9,3,44.79,Boleto
3500,2023-10-07,21:07:00,Casa/Móveis,82.9,1,0,PIX
3490,2023-10-07,17:37:00,Casa/Móveis,46.9,1,1.88,Boleto
3497,2023-10-07,19:25:00,Livros,5.9,5,2.07,PIX
3489,2023-10-07,18:26:00,Supermercado,28.9,2,2.31,Crédito
3494,2023-10-07,00:06:00,Casa/Móveis,8.9,3,2.4,Boleto
3485,2023-10-07,21:34:00,Eletrodomésticos,1657.29,4,211.28,PIX
3493,2023-10-07,23:14:00,Casa/Móveis,125,2,17.5,Crédito
3481,2023-10-07,18:40:00,Eletrodomésticos,2238.34,4,1001.25,Boleto
3480,2023-10-07,17:34:00,Eletrodomésticos,2194.84,3,420.71,Boleto
3506,2023-10-08,21:50:00,Eletrodomésticos,1165.61,2,0,Boleto
3514,2023-10-08,00:09:00,Casa/Móveis,124.9,2,0,Crédito
3509,2023-10-08,18:17:00,Eletrodomésticos,2078.61,2,331.89,PIX
3522,2023-10-08,23:35:00,Supermercado,26.9,2,0,PIX
3518,2023-10-08,16:42:00,Supermercado,25.9,1,1.55,PIX
3520,2023-10-08,21:23:00,Supermercado,91.9,2,1.84,PIX
3512,2023-10-08,21:51:00,Supermercado,81.9,1,4.1,Crédito
3513,2023-10-08,23:49:00,Beleza/Saúde,126.9,4,35.53,Boleto
3521,2023-10-08,23:01:00,Livros,33,1,2.64,Crédito
3524,2023-10-08,23:05:00,Beleza/Saúde,236,1,18.88,Boleto
3507,2023-10-08,18:52:00,Casa/Móveis,161.9,1,11.33,Boleto
3519,2023-10-08,21:56:00,Eletrodomésticos,1712.54,5,1364.95,PIX
3511,2023-10-08,21:12:00,Supermercado,88.9,4,7.11,PIX
3505,2023-10-08,00:15:00,Supermercado,41.9,1,3.35,Crédito
3508,2023-10-08,17:36:00,Livros,123.9,4,9.91,PIX
3516,2023-10-08,18:29:00,Casa/Móveis,165.9,2,19.91,PIX
3517,2023-10-08,22:57:00,Tecnologia,1202.08,1,336.27,Crédito
3510,2023-10-08,20:28:00,Supermercado,11.9,4,0,PIX
3515,2023-10-08,00:01:00,Casa/Móveis,27,1,1.62,PIX
3523,2023-10-08,23:08:00,Casa/Móveis,145.9,4,29.18,PIX
3531,2023-10-10,23:34:00,Casa/Móveis,140.9,1,14.09,Boleto
3533,2023-10-10,18:04:00,Casa/Móveis,11.9,1,0.6,Crédito
3528,2023-10-10,15:22:00,Supermercado,89.9,3,26.97,Crédito
3525,2023-10-10,21:34:00,Supermercado,76.9,5,23.07,Crédito
3540,2023-10-10,22:43:00,Livros,41.9,3,6.28,Crédito
3530,2023-10-10,23:58:00,Beleza/Saúde,247,4,118.56,Crédito
3532,2023-10-10,23:49:00,Casa/Móveis,112.9,3,0,Crédito
3538,2023-10-10,19:01:00,Livros,12,1,0,Boleto
3537,2023-10-10,22:55:00,Supermercado,76.9,5,26.92,Boleto
3539,2023-10-10,18:49:00,Beleza/Saúde,187.9,1,15.03,Boleto
3529,2023-10-10,18:04:00,Supermercado,54,4,10.8,PIX
3527,2023-10-10,21:30:00,Casa/Móveis,63.9,2,3.83,PIX
3526,2023-10-10,14:30:00,Supermercado,43.9,3,10.54,Crédito
3536,2023-10-10,19:02:00,Casa/Móveis,316.9,5,79.23,PIX
3535,2023-10-10,23:07:00,Supermercado,24.9,5,9.96,PIX
3534,2023-10-10,17:15:00,Eletrodomésticos,2158.17,3,827.26,Boleto
3546,2023-10-11,14:05:00,Livros,41.9,3,7.54,Boleto
3544,2023-10-11,21:59:00,Casa/Móveis,62.9,5,18.87,Crédito
3545,2023-10-11,18:59:00,Livros,145.9,3,17.51,Crédito
3542,2023-10-11,14:17:00,Beleza/Saúde,189.9,5,37.98,Crédito
3562,2023-10-11,17:59:00,Supermercado,44.9,3,0,Crédito
3548,2023-10-11,18:53:00,Casa/Móveis,18.9,2,1.89,Boleto
3566,2023-10-11,23:29:00,Tecnologia,653.2,1,0,Crédito
3547,2023-10-11,23:57:00,Casa/Móveis,42.9,1,3.86,PIX
3560,2023-10-11,23:23:00,Supermercado,13.9,5,2.08,PIX
3561,2023-10-11,23:36:00,Livros,47.9,1,3.35,PIX
3556,2023-10-11,18:02:00,Casa/Móveis,181.9,2,25.47,Boleto
3555,2023-10-11,16:28:00,Eletrodomésticos,1984.15,2,506.7,PIX
3552,2023-10-11,18:30:00,Casa/Móveis,150.9,4,54.32,Crédito
3558,2023-10-11,21:23:00,Livros,93.9,1,8.45,PIX
3549,2023-10-11,18:54:00,Supermercado,89.9,4,3.6,Crédito
3554,2023-10-11,00:50:00,Supermercado,99,5,49.5,Boleto
3565,2023-10-11,19:35:00,Livros,132.9,5,33.22,Crédito
3541,2023-10-11,21:26:00,Eletrodomésticos,1567.11,2,299.51,PIX
3559,2023-10-11,14:43:00,Beleza/Saúde,114.9,5,5.74,PIX
3564,2023-10-11,21:46:00,Livros,27.9,5,0,PIX
3550,2023-10-11,21:45:00,Casa/Móveis,182,2,21.84,Crédito
3557,2023-10-11,23:56:00,Eletrodomésticos,984.13,2,93.47,Crédito
3543,2023-10-11,22:11:00,Livros,20,3,5.4,Boleto
3551,2023-10-11,19:59:00,Casa/Móveis,212.9,3,44.71,Crédito
3553,2023-10-11,17:47:00,Eletrodomésticos,2471.41,5,0,Crédito
3563,2023-10-11,14:50:00,Beleza/Saúde,40.9,4,4.91,Crédito
3567,2023-10-13,22:59:00,Beleza/Saúde,119.9,4,0,Crédito
3576,2023-10-13,22:45:00,Supermercado,79.9,5,35.96,PIX
3572,2023-10-13,19:47:00,Eletrodomésticos,2500,1,119.91,PIX
3573,2023-10-13,22:25:00,Supermercado,89.9,2,8.99,Crédito
3579,2023-10-13,18:19:00,Beleza/Saúde,218.9,3,52.54,PIX
3581,2023-10-13,15:22:00,Beleza/Saúde,55.9,3,0,PIX
3569,2023-10-13,17:12:00,Casa/Móveis,68.9,3,10.34,Crédito
3568,2023-10-13,22:00:00,Casa/Móveis,65.9,3,1.98,Crédito
3575,2023-10-13,17:35:00,Beleza/Saúde,235.9,4,37.74,Crédito
3577,2023-10-13,18:48:00,Supermercado,12,5,2.4,Boleto
3574,2023-10-13,22:15:00,Supermercado,100,1,0,Crédito
3578,2023-10-13,22:08:00,Tecnologia,558.65,2,0,Crédito
3582,2023-10-13,17:38:00,Livros,140.9,5,21.14,Boleto
3580,2023-10-13,20:38:00,Tecnologia,1702.82,3,0,Crédito
3571,2023-10-13,23:29:00,Supermercado,60.9,4,0,Crédito
3570,2023-10-13,00:41:00,Livros,35.9,4,0,PIX
3596,2023-10-14,23:01:00,Supermercado,83.9,5,29.36,Boleto
3599,2023-10-14,00:58:00,Supermercado,71,4,19.88,Crédito
3593,2023-10-14,21:05:00,Livros,18.9,2,0.76,PIX
3591,2023-10-14,14:27:00,Supermercado,14,1,0.28,Crédito
3588,2023-10-14,21:33:00,Livros,56.9,1,2.84,Boleto
3583,2023-10-14,19:11:00,Casa/Móveis,39.9,4,11.17,PIX
3587,2023-10-14,00:43:00,Supermercado,11.9,5,4.76,PIX
3594,2023-10-14,18:49:00,Casa/Móveis,51.9,1,3.63,Crédito
3595,2023-10-14,17:49:00,Supermercado,73.9,2,7.39,PIX
3584,2023-10-14,17:41:00,Casa/Móveis,183.9,5,110.34,Crédito
3600,2023-10-14,18:03:00,Casa/Móveis,46.9,1,2.81,Crédito
3586,2023-10-14,23:50:00,Eletrodomésticos,1119.62,5,621.57,Crédito
3601,2023-10-14,16:46:00,Livros,5.9,4,1.65,PIX
3590,2023-10-14,19:53:00,Tecnologia,3538.66,1,0,Boleto
3589,2023-10-14,23:10:00,Beleza/Saúde,127,1,0,Crédito
3592,2023-10-14,16:21:00,Casa/Móveis,12,2,1.44,Boleto
3598,2023-10-14,22:34:00,Tecnologia,1487.47,2,820.78,PIX
3597,2023-10-14,23:28:00,Beleza/Saúde,244.9,3,44.08,Crédito
3585,2023-10-14,23:57:00,Supermercado,30.9,4,9.89,Crédito
3602,2023-10-14,23:46:00,Casa/Móveis,338,1,0,Crédito
